language,source,target,p_lag,dmax,lead_days,ty_pvalue,pearson_r,abs_r
Chinese,13,16,3,0,3,1.2959810340890112e-27,0.8244824053395479,0.8244824053395479
Chinese,11,13,3,0,3,4.0335969728129893e-19,0.7787875190733327,0.7787875190733327
Chinese,4,6,2,0,2,1.4892901392443996e-18,0.7377455905752068,0.7377455905752068
Chinese,13,17,5,0,4,5.086788834210245e-17,0.7158103911035261,0.7158103911035261
Chinese,22,24,2,0,2,1.1984512909856211e-16,0.7591036287537392,0.7591036287537392
Chinese,17,24,6,0,6,4.025875525627567e-15,0.7938612931647392,0.7938612931647392
Chinese,17,22,5,0,4,4.43335202755688e-15,0.7236004442842545,0.7236004442842545
Chinese,21,24,3,0,3,5.69885162802878e-13,0.7105386004315707,0.7105386004315707
Chinese,9,10,6,0,3,2.735893039998971e-12,0.7520662481836253,0.7520662481836253
Chinese,10,11,3,0,2,6.460699964871659e-12,0.7007601973864606,0.7007601973864606
Chinese,23,3,4,1,2,3.8469490906407455e-11,0.726792314357897,0.726792314357897
