,V1_1,V1_2,V1_3,V1_4,V1_5,V1_6,V1_7,V1_8,V1_9,V1_10,V1_11,V1_12,V1_13,V1_14,V1_15,V1_16,V1_17,V1_18,V1_19,V1_20,V1_21,V1_22,V1_23,V1_24,V1_25,V1_26,V1_27,V1_28,V1_29,V1_30,V1_31,V1_32,V1_33,V1_34,V1_35,V1_36,V1_37,V1_38,V1_39,V1_40,V1_41,V1_42,V1_43,V1_44,V1_45,V1_46,V1_47,V1_48,V1_49,V1_50
V1_21,0.0005251497531806158,0.0005251497531806158,0.0009140540322987016,0.00240619896263096,0.00240619896263096,0.001260926764374508,0.001260926764374508,0.004813307482152477,0.0013464208188349739,0.001924663297975453,0.00213966696715388,0.004171942452141193,0.0007394741480351673,0.002987640803984135,0.00269542329469509,0.003971978586924279,0.0022826359832780045,0.002500391080880336,0.002500391080880336,0.0073474441567491005,0.31114157672040615,0.04779357338462823,0.02910871745037805,0.01743652299137028,0.035818748637639584,0.035818748637639584,0.014371103088223557,0.0071317170573315675,0.0049379066342995406,0.004086685358074649,0.006026389595250358,0.0017489176031198024,0.0021228468386229236,0.0037664203731442754,0.0041942583330423795,0.003050733254021927,0.0016721299722239952,0.009072388305567135,0.030284473934518236,0.015996683674958653,0.001281529622731004,0.0004561487174569869,0.011401906038582018,0.006258590315265864,0.0065949394166964805,0.0037700014429026757,0.0067816580338378694,0.003743343792511051,0.009124130664425396,0.0
V1_22,0.0008154187288631651,0.0008154187288631651,0.0009623859962589896,0.0015556062023876203,0.0015556062023876203,0.004149739193357122,0.004149739193357122,0.003299354333523271,0.0008693085628570411,0.0011043803655939358,0.0030679145402266596,0.00151303899142065,0.0005354910567026692,0.0014595091953749574,0.0009914480429343293,0.0032803394383221804,0.0021046706672798164,0.0028508752502615095,0.0028508752502615095,0.007439844595584829,0.0381366973932575,0.12796351024544533,0.035431458948006776,0.020189172699356855,0.030069346863181974,0.030069346863181974,0.013596223113544545,0.017254659602697012,0.003384130463529478,0.020999516394314282,0.004853769117703023,0.002450527445484381,0.0013831029344074203,0.0032787516692106317,0.003283472391007867,0.0020012609189028487,0.0015035788944376184,0.001662706213894343,0.01018235295842141,0.0026342275019595645,0.00039521159751225335,0.0006525737314292987,0.003972756812334101,0.003898555545759525,0.0017778628876914757,0.0008028503504924233,0.0010653248278272266,0.0018939077222708866,0.004475151137758115,0.0
V1_23,0.006066470783015659,0.006066470783015659,0.014166100230801375,0.019471641530155733,0.019471641530155733,0.03111443037992254,0.03111443037992254,0.029731457682144566,0.0031178873001611435,0.003534599780211633,0.006803681802686999,0.006707456999083644,0.0024800214332814227,0.006477570495843779,0.0031661545120861196,0.007834126190639586,0.01213891308301134,0.010727007457813995,0.010727007457813995,0.02207128032321196,0.016773151711498357,0.027001526773655297,0.15361584418664279,0.030935917070149064,0.03243585298187613,0.03243585298187613,0.026277807642240972,0.003488637443324044,0.009357650644536584,0.013246944297249307,0.004692116620450632,0.002866757538952789,0.008352426589693387,0.006106810990248825,0.01001142621906269,0.002092189966787702,0.0015237448300359016,0.002560089257744516,0.0034432397363917786,0.002444148200950385,0.0006596043390781701,0.0006294365593674638,0.002537653914506372,0.003390153091592235,0.002575780432504167,0.0013481836140747487,0.002877243451106509,0.00233165882323685,0.003165457456504236,0.0
V1_24,0.0014781034928148659,0.0014781034928148659,0.0023122722735293326,0.0012311221303980607,0.0012311221303980607,0.005498641625817763,0.005498641625817763,0.0029590952239965337,0.0010309073014195841,0.0008370406718446392,0.0023148501195941035,0.0018232796620299653,0.0003695058243311507,0.0013019811532858031,0.001657020910899592,0.00256074988111486,0.0033921531818313037,0.0013426786803236704,0.0013426786803236704,0.004274423762451603,0.003458950703807538,0.00652864847934708,0.021207835562580376,0.27529977020109453,0.012987873281898684,0.012987873281898684,0.009222408995797604,0.0008682318725087736,0.006591978417717628,0.0019525273770203458,0.009645334979654613,0.03420935558041966,0.0014199829463474524,0.0019429358115486616,0.009600297132955047,0.01101447445134034,0.0008780033551789477,0.001724645484883844,0.0013878255823731932,0.001216966111581847,0.0004146712247352615,0.0002498142460489136,0.003972093799193039,0.008911993622473595,0.002547796725183317,0.0010131159845199924,0.0011955291221135303,0.002075616675181411,0.004957041804506408,0.0
V1_25,0.00026333717752716315,0.00026333717752716315,0.00420642762901085,0.0003010130797745779,0.0003010130797745779,0.0004670601981588149,0.0004670601981588149,0.0002836609689235065,0.00012923606881098037,0.00020294445148249835,0.000296994473209033,0.00019685400113954727,0.00010144803247486374,0.00016275775572467988,0.0003000122421183682,0.00026586346464376766,0.0001839231895936013,0.00021583652879774944,0.00021583652879774944,0.00045557246851364277,0.0004388024804279307,0.000544589287961126,0.0014389740571544294,0.0011738977621955442,0.09499746579131932,0.09499746579131932,0.00462728198823689,0.00018808961724262207,0.0003921015872815295,0.00026732181395127487,0.0005654670017934285,0.003325179017083111,0.017102779255589104,0.012778811683534386,0.0016011024382362822,0.004095115902860198,0.0001666547667128837,0.00020523344922579052,0.00021317045108767998,0.00026285644129293476,0.00011061967741252139,5.3793014622741675e-05,0.0004364984314153051,0.00038560103084495664,0.004673795309912366,7.898990919213953e-05,0.00016468419975742632,0.0004776891059125145,0.0006328496512046309,0.0
V1_26,0.00026333717752716315,0.00026333717752716315,0.00420642762901085,0.0003010130797745779,0.0003010130797745779,0.0004670601981588149,0.0004670601981588149,0.0002836609689235065,0.00012923606881098037,0.00020294445148249835,0.000296994473209033,0.00019685400113954727,0.00010144803247486374,0.00016275775572467988,0.0003000122421183682,0.00026586346464376766,0.0001839231895936013,0.00021583652879774944,0.00021583652879774944,0.00045557246851364277,0.0004388024804279307,0.000544589287961126,0.0014389740571544294,0.0011738977621955442,0.09499746579131932,0.09499746579131932,0.00462728198823689,0.00018808961724262207,0.0003921015872815295,0.00026732181395127487,0.0005654670017934285,0.003325179017083111,0.017102779255589104,0.012778811683534386,0.0016011024382362822,0.004095115902860198,0.0001666547667128837,0.00020523344922579052,0.00021317045108767998,0.00026285644129293476,0.00011061967741252139,5.3793014622741675e-05,0.0004364984314153051,0.00038560103084495664,0.004673795309912366,7.898990919213953e-05,0.00016468419975742632,0.0004776891059125145,0.0006328496512046309,0.0
V1_27,0.0030462583656790288,0.0030462583656790288,0.00481217945452642,0.0029946468081904127,0.0029946468081904127,0.005831827303007824,0.005831827303007824,0.005206527193013879,0.002661669935362882,0.005321169984030922,0.0077667168298478535,0.005786294699646558,0.002226259066220601,0.003458635018242743,0.003760353030741347,0.0043831153110766696,0.004332644473707243,0.004579949490327967,0.004579949490327967,0.005825850258493937,0.005308762329006754,0.005324586919423989,0.006836017408725095,0.006984741897064874,0.012883737118405481,0.012883737118405481,0.049538185642656406,0.006531573951981954,0.006817807333338608,0.006645911452406383,0.003771377594107793,0.005399475041705706,0.008723430367652694,0.0142204017801198,0.00633649847781267,0.003994495548776386,0.0039008812414273305,0.0037031396228840163,0.00484117478831904,0.00420149393334758,0.002196857102701321,0.0015516669527465277,0.005302740752727507,0.007323139047701269,0.004601331573215233,0.00401282473468191,0.011894498183922846,0.00953207923727722,0.0067002903453571745,0.0
V1_28,0.010500306713611407,0.010500306713611407,0.006396504889858817,0.017214143313008964,0.017214143313008964,0.04545444526351813,0.04545444526351813,0.011269677870682589,0.00963930394490416,0.011371080299590467,0.016220518366970745,0.023254580572015352,0.010334555395629485,0.029027348278281347,0.007305421611532496,0.01822286697938762,0.03677457599972191,0.039889700973799125,0.039889700973799125,0.01918473294411886,0.009170534968158684,0.011161788312151288,0.010914514746567352,0.007418761391772787,0.007272977545555155,0.007272977545555155,0.007842287818691646,0.1955530995508398,0.030720774754360358,0.006152118835024829,0.011588946231775407,0.020619196246322392,0.002138628713771921,0.005211914699124867,0.017065874744829693,0.008063217043861362,0.018953222177012747,0.00587097592987655,0.01450755840096055,0.0035563304217029776,0.0038334592000528168,0.01258667664053949,0.006659520199803959,0.005525599555638302,0.008267910903163816,0.009882316837254284,0.007977432315098834,0.014689262265240755,0.014589601561354226,0.0
V1_29,0.0019624432129257776,0.0019624432129257776,0.0014316330343789878,0.0012614523803267416,0.0012614523803267416,0.0023753905870369015,0.0023753905870369015,0.0013733962131815425,0.0023890596095484016,0.001371227786663484,0.0025977604175615597,0.014125336038720782,0.0012539000560148716,0.003248278621684324,0.0015658061908892984,0.0059897922230261165,0.0037437427724585186,0.024929016178737915,0.024929016178737915,0.006131227900983664,0.0007177877311098984,0.0012640502896007798,0.0014299641468535063,0.0009483224338461451,0.001612504867793096,0.001612504867793096,0.0017035884096597775,0.00509246997742021,0.11312509067554036,0.0019914219834014438,0.0022857222569909997,0.002664921987882277,0.0015671324802200208,0.00194662571921374,0.004296339958523147,0.0018761956980542483,0.005826416142172828,0.00134116722192661,0.002198032920083902,0.0013134354326809958,0.0013027029890562054,0.002895277094269749,0.001959730360461284,0.0027799887884633434,0.007529560572578862,0.0027416265031445734,0.0039123417799529206,0.004996140422258939,0.004811161074605796,0.0
V1_30,0.003960042508199853,0.003960042508199853,0.0017742855124371999,0.004923528388627856,0.004923528388627856,0.010433927332589396,0.010433927332589396,0.010465006407071945,0.0019393727941581585,0.0013530417490050471,0.003931933534971008,0.003773343193221449,0.004689704996517334,0.0024221780379401862,0.002221275506735755,0.0030865762317864036,0.00412789446823729,0.002705874688291272,0.002705874688291272,0.0035881286543268595,0.0014068500211745748,0.0025479278028071595,0.002498564101260602,0.0016740899398571883,0.0029317284763157783,0.0029317284763157783,0.0041155239048436725,0.01255597967427323,0.01692746939200198,0.07604628893834703,0.005296805375784013,0.006598173648074988,0.0032343836230864713,0.003217662942714529,0.017368019735668237,0.005918813469528044,0.004774763153590536,0.0027813908882722256,0.008504341586508543,0.00289780367924833,0.003611576390520962,0.037842363901539874,0.005476035922755216,0.005203509088516071,0.024787471270474627,0.008110439807048071,0.004562509716297537,0.00857054010796504,0.008273223635972297,0.0
V1_31,0.058213825945275306,0.058213825945275306,0.047108068119217604,0.020154993535832343,0.020154993535832343,0.037063234515163884,0.037063234515163884,0.036606079556668024,0.11162712055545854,0.10561896560822186,0.07640246265833608,0.08085546806578513,0.057623482033221984,0.08764262050172085,0.0822560474753092,0.09299452659887057,0.05322062840460629,0.048468780096471493,0.048468780096471493,0.05753677094478351,0.0751521749802813,0.07145757664859406,0.07142533240941613,0.09977255977697226,0.0709838748584769,0.0709838748584769,0.08426493225602204,0.034290837636958886,0.03524985115390675,0.05696237296017554,0.04313061788268051,0.054324804122227115,0.04830013264938506,0.05155506803624641,0.0351569725881992,0.03890844374662331,0.07226697217341496,0.04148037850660285,0.032921684041724325,0.021420782375119424,0.009292555785068404,0.007254078216781964,0.023579327300684426,0.03164602797340325,0.028239814171406922,0.019730766404283513,0.042419624685450075,0.03250184024087433,0.030629891699917734,0.0
V1_32,0.019295716215374837,0.019295716215374837,0.017263018015293653,0.013864327420043059,0.013864327420043059,0.020866304740163197,0.020866304740163197,0.014683651365044766,0.03152517195797481,0.02259927408324157,0.029497757722178605,0.02461409114034901,0.03207258600936247,0.023934247762968302,0.015490257430973695,0.022799888557124903,0.03362707592384379,0.028902721961438182,0.028902721961438182,0.02023885003902023,0.016705992286134386,0.02140911203416259,0.020493284414760057,0.01420268801730587,0.017456457338452164,0.017456457338452164,0.018676023759418587,0.01668761924405353,0.0110024915164679,0.020294289951422146,0.014177709358042889,0.0366820453083017,0.014419505237379606,0.012365952729445896,0.03498929135743225,0.023394182311154903,0.013098203062606574,0.007422987168706637,0.006000196984144798,0.00446629643634213,0.0026649938892732085,0.0017166457744429236,0.006234396671863611,0.00879171580889646,0.007914839303280182,0.00873536638365025,0.006749485473707148,0.007248982766151868,0.00847850304105993,0.0
V1_33,0.002083376994698138,0.002083376994698138,0.005976781891965756,0.00577214110452263,0.00577214110452263,0.003782590215887648,0.003782590215887648,0.002350112915169736,0.0027130080860711136,0.002287401653378569,0.00339937772926982,0.003385770757384868,0.003584933343180052,0.0031411149371722803,0.0015996915935026928,0.0026818911498509078,0.00413503718629159,0.003240893804546364,0.003240893804546364,0.00219340173928313,0.0020338500719307173,0.002469353803307429,0.002935036571559422,0.0014704955563959704,0.001763984116948784,0.001763984116948784,0.0018767287837570862,0.0018160625701426425,0.0013593861608860106,0.0018434908359643485,0.004357305441557047,0.0031163061255996202,0.1398942225244248,0.004489863665408986,0.011909384889932715,0.00453994183703231,0.0010811118170383086,0.0008326410870242956,0.0008010025123795226,0.0003812518755443231,0.00035199992518523363,0.0001241360258291191,0.000979194019760548,0.0012298586697914277,0.001062896953505669,0.0005502527863724163,0.0005287335710327353,0.0007771682071888833,0.0008591461384501168,0.0
V1_34,0.0015062154615620783,0.0015062154615620783,0.0017279994810611152,0.0021131384822529954,0.0021131384822529954,0.001960705391921705,0.001960705391921705,0.003109732326993724,0.0020148111297775954,0.0023056544400719197,0.002688949961049604,0.002041221094096696,0.001629989445083554,0.0019703940717899367,0.0024935446836755674,0.002085036814071853,0.0022680839936884763,0.001748887481054232,0.001748887481054232,0.00203914704684651,0.002788760226480193,0.002499252653106452,0.002629540228069465,0.0014040599384333565,0.002030429362789804,0.002030429362789804,0.0021626624950504903,0.0013889882489619486,0.002546981584180908,0.0017812586719615797,0.003106287773839528,0.0018331813544229377,0.006240620247594308,0.03769501327886992,0.007442209442342993,0.014449801239765844,0.001519468429817438,0.0028226181923140807,0.0023791004434218837,0.0031602600201095484,0.0027772831383411608,0.0010232803640653515,0.0042033834726053374,0.009619743623290938,0.004907253174896093,0.0031778700068478987,0.0015383746336195346,0.002574268188711333,0.004508326929621393,0.0
V1_35,0.004273667218066325,0.004273667218066325,0.005649805129184934,0.004854786587227578,0.004854786587227578,0.010433179744123264,0.010433179744123264,0.004463432870055941,0.009552138781607579,0.006837688405632483,0.013116326948834023,0.010236569755067025,0.010495120419597269,0.008134469455066849,0.004791249224361875,0.01015839798848113,0.00973606167749825,0.008371931513010402,0.008371931513010402,0.006792063265981772,0.005444392164586201,0.006546418703178465,0.006870901025214862,0.005849464242913981,0.005916804837576885,0.005916804837576885,0.007052800630588053,0.0068243893190622846,0.005068462964353486,0.005586263010258766,0.016676954303087774,0.03172983596276916,0.10338697929167444,0.06813155388963582,0.08871256849518318,0.04122322896613509,0.004636763525989152,0.003969594293831819,0.002492505152777512,0.00253580838320175,0.0012785111951323807,0.0006249204116781685,0.0033699467936477846,0.004078846227801026,0.003251117360700819,0.0013366626445886795,0.0021321719091711494,0.0034881310759285002,0.003274282518762352,0.0
V1_36,0.0011002049736024747,0.0011002049736024747,0.0022282014531825535,0.0005411980066387485,0.0005411980066387485,0.0007923727389906669,0.0007923727389906669,0.0004246892973606768,0.0011091210559485472,0.0010829728934512227,0.001389196544839282,0.0011971857238710672,0.0003342804446376158,0.001310974143411003,0.002352950955345684,0.001126299294195977,0.0014875202431345168,0.001031899518286825,0.001031899518286825,0.0013042319469478236,0.001190666823170096,0.00288072824702887,0.0020042053130145776,0.0012666756193815637,0.000640695052264464,0.000640695052264464,0.0016812465255069916,0.0013904056873481673,0.0024170537338662826,0.0009033308929181315,0.008850943462643384,0.01033522491710766,0.00684364239587613,0.0009693173343014833,0.005081919441399592,0.05710327553522627,0.002018392169940123,0.004241383749176312,0.005100613155875489,0.0030312677414955622,0.004123482235665258,0.00042357144395312863,0.002822120854622259,0.0029697391169259788,0.0027039671398005017,0.0012853952353629415,0.0019620927780291913,0.0024045128402498104,0.0030757267733691066,0.0
V1_37,0.0017899955973861878,0.0017899955973861878,0.0026153975120613484,0.0018056076913944778,0.0018056076913944778,0.004204135334456459,0.004204135334456459,0.0037159499288572503,0.0031018411876017993,0.00251163015991147,0.0030739722425318443,0.003696678746740747,0.0018590781729275847,0.002979261511454641,0.005074418734232606,0.003565004330672407,0.0044088933409049125,0.002892169240549055,0.002892169240549055,0.0041258294550024725,0.003396415269370245,0.004183137411783961,0.004554015658879747,0.0019880171280220963,0.0027858030665269965,0.0027858030665269965,0.0037970261589758735,0.00313061226701785,0.00581968489605404,0.004028030967586568,0.0060291490252163595,0.008783400342834768,0.004427595663598637,0.030148202456513163,0.008601544926481998,0.00783471954700521,0.008231502405434271,0.008717478062765332,0.004837251081664998,0.007111850323537777,0.008766312582237288,0.004373572985981861,0.012482506965517847,0.023219918464682066,0.010170199612966425,0.008519296446053194,0.010779259889579186,0.011601642549048248,0.013856335312845991,0.0
V1_38,0.0003026873060405446,0.0003026873060405446,0.00030647557223150297,0.0007907559936683222,0.0007907559936683222,0.0008693511016884724,0.0008693511016884724,0.0004964937935430904,0.0021242736231024623,0.0008376756278018051,0.001429509443012407,0.0028167769165185017,0.0006195688162706581,0.0020124021357961126,0.0038921745616570446,0.0015642648049041393,0.0011189792960726215,0.0007833792754385184,0.0007833792754385184,0.0015259644651652918,0.0016459074931214,0.0012989694446584547,0.0012693358860914221,0.0008670493209702302,0.0014215612587386822,0.0014215612587386822,0.002025915239015366,0.0014972969111204245,0.0021984236054755075,0.0008704795481035655,0.006622003037687973,0.0012896668055792423,0.0024394731921390696,0.002863474072682538,0.002661137872585368,0.0021876505179421663,0.00636199975043258,0.11995902025568102,0.029331603760636933,0.013969218040510474,0.004544136603147134,0.00147693042266976,0.017900891714943978,0.00668313814889993,0.004635268923681029,0.007073689905735017,0.003349831878460801,0.01206030889288998,0.006631467952010674,0.0
V1_39,0.001081357386968045,0.001081357386968045,0.0012753322082293965,0.0025975122905256614,0.0025975122905256614,0.0014784250203142347,0.0014784250203142347,0.0026547919977680835,0.0013877424880526941,0.0012420967179711455,0.0019270901021431256,0.002304246503191632,0.0007163590840881607,0.0016191651817942698,0.0019882442317131323,0.0018700197120995639,0.002435740890457566,0.0008012155613802384,0.0008012155613802384,0.002104022979462282,0.0018270879175705237,0.0016487719492815883,0.0019099509415462037,0.0011378741706151978,0.0014926808748228363,0.0014926808748228363,0.0023277336745906136,0.002523720096054624,0.004889505852916981,0.004412716839055052,0.007563099045016114,0.006647671236994849,0.009301540727864238,0.005296488017743743,0.008281280092776577,0.013922983432613917,0.004960527263290142,0.01301003245078217,0.11249396625814125,0.017709815334691743,0.010109726739657278,0.0032902486580967893,0.009804133911543543,0.00899171900623277,0.010687940745750362,0.006510265328888946,0.004787205223322407,0.007544641269844012,0.00834691199853826,0.0
V1_40,0.0006878788185216106,0.0006878788185216106,0.00038822376258695814,0.0036381347494146236,0.0036381347494146236,0.002199560698380886,0.002199560698380886,0.0019060329452034817,0.0024226220747207345,0.0016146880836963242,0.003198219576047266,0.004477415132546423,0.0015640375461677698,0.003253902598828934,0.006227704910091948,0.0033088338011409714,0.0022180064822666374,0.0017811715039033895,0.0017811715039033895,0.004163158419526523,0.007869043161946192,0.004157258532946122,0.005269306338984904,0.002998689813963798,0.005954542981061308,0.005954542981061308,0.0047808688518208,0.006105299608338292,0.007772247031332385,0.0034974273079011334,0.01170246234635966,0.005192544243492732,0.006497809164182583,0.007483884668427576,0.012152122493077518,0.014512639616207959,0.005687437977394476,0.026495918793238298,0.03349726462068324,0.08977714956475123,0.020933316837972088,0.0024297963717982386,0.02414727064106314,0.01596220735507976,0.017273427156396584,0.00642549166061969,0.008409937931987084,0.012567595593446314,0.012619897167643473,0.0
V1_41,0.014072367128685991,0.014072367128685991,0.021931565027696012,0.023406139018182788,0.023406139018182788,0.022021218308750694,0.022021218308750694,0.031926546764787775,0.009742754091273403,0.009568220937132242,0.011091964190448968,0.0125244093837663,0.0072800677736213504,0.010967103943372417,0.012663765014047835,0.011235586518920928,0.015155568348688565,0.016696662046013926,0.016696662046013926,0.013319416528467952,0.011765132894617234,0.01130619730115402,0.012747807032608997,0.007386222487371787,0.013464537330486323,0.013464537330486323,0.012377353653343323,0.022938359822172447,0.0268850529026282,0.018906851197493014,0.029505127887011783,0.05384130073193931,0.04794817656881369,0.033339860167995276,0.029309263717073115,0.018134781053108895,0.015023438432187081,0.015038031376956888,0.020374297184030284,0.017965446421623916,0.1940019861877441,0.06402577835071133,0.03003205821322389,0.033769918428958955,0.02882565563720016,0.010932309372866399,0.02527460173943372,0.01892131457156383,0.03295362715364409,0.0
V1_42,0.001872078586290055,0.001872078586290055,0.0005638930578458349,0.0019313712381176663,0.0019313712381176663,0.002023571363189416,0.002023571363189416,0.005598953701042334,0.002711815432950146,0.002671500771990226,0.003496119253619995,0.005117553503232476,0.0009760533903652312,0.0017725898205237136,0.004214561504061811,0.0039578652655149595,0.002592503417275903,0.0011049746501250442,0.0011049746501250442,0.005462513748544286,0.0027608300021797327,0.0024526439438747583,0.0033052883767794514,0.0024996109857443206,0.004680727526283944,0.004680727526283944,0.0060902798128588615,0.0043027477684164685,0.00731366613179086,0.007161575799119163,0.04510742614219078,0.009244912457705064,0.005266422140358229,0.005972872511573724,0.03227403487889733,0.017997379408999085,0.04186421222971132,0.015666584094016906,0.024627787829898624,0.019182962185783237,0.02768619801683004,0.026634997947816094,0.029241592486868164,0.020124472064224286,0.011692277145525365,0.017682510247146666,0.027329624987053807,0.03414599864249673,0.04632930454179795,0.0
V1_43,0.006553955864709502,0.006553955864709502,0.00644828182313366,0.01877767002635024,0.01877767002635024,0.021107359350700905,0.021107359350700905,0.04396475109001483,0.019803055101290063,0.009385980797064186,0.015002665535977447,0.019598179700675986,0.010274428599537623,0.02142150772357665,0.04941914716433175,0.01907459691036183,0.015581327187111312,0.010726935130646686,0.010726935130646686,0.021896907754115194,0.024919635441685288,0.018694523923377133,0.026321625988136164,0.020076743408197106,0.030359000391647396,0.030359000391647396,0.0224676945095898,0.02011530991979016,0.031218410439841023,0.03115072308800502,0.05079205100024176,0.016830165633092517,0.019450460313497113,0.018096929017498615,0.03153349661624521,0.023392203082570538,0.03822309577201283,0.055511665768518105,0.054818902682117886,0.057099523378298656,0.04720665049192709,0.023066245640140308,0.1094096742027632,0.04871689763931161,0.02742981577807745,0.013497484398197609,0.03130354614204431,0.03976504937472135,0.033329967851938994,0.0
V1_44,0.004394677378498194,0.004394677378498194,0.0072591722696906755,0.014814688052938051,0.014814688052938051,0.01659453830796035,0.01659453830796035,0.024843300068511324,0.01204106412669935,0.010212592603018432,0.010001129371375948,0.01481072134211177,0.005413980197136421,0.010869879616384453,0.03317304166232758,0.014633526425458919,0.014650020779194545,0.00848451913401105,0.00848451913401105,0.016547411301610304,0.018915924125991048,0.014732082213829075,0.018727217193780614,0.014805285558732437,0.016673767816185826,0.016673767816185826,0.016881835584526817,0.014508946558616561,0.03118641779548991,0.016561611177724853,0.03928901523631361,0.030359998369030673,0.044651548703482126,0.06225952934151805,0.04963206356581775,0.03350144007530714,0.02056217167779491,0.03966469012180289,0.047671787851715386,0.06362119502388362,0.02892442025753902,0.021706718080372243,0.0410591505120101,0.07865565557090107,0.02315810305954476,0.01604145604607323,0.028801949210589768,0.035937185989424365,0.02638627046760524,0.0
V1_45,0.0013928306110952413,0.0013928306110952413,0.0008060148602429436,0.0021617753594086434,0.0021617753594086434,0.0021686922011983282,0.0021686922011983282,0.0018675760778155233,0.002148990851677107,0.0008830793665502759,0.00434355686631465,0.0033939406482595192,0.0019317522744046233,0.002333617866820755,0.002755670137910086,0.0021435605667191743,0.001956975805730418,0.002304699366587577,0.002304699366587577,0.0019434218239322545,0.0008742074023702105,0.0011464636714699336,0.0013564872199648356,0.0011014402412687964,0.0017585612568488968,0.0017585612568488968,0.0020736037098002423,0.007293419096863491,0.012553596863230989,0.0023233218879706715,0.003925151528762362,0.00430820319758222,0.004120446249273317,0.0041140182008303295,0.006706063115509408,0.003795084405141552,0.004278846555227038,0.004922113901700644,0.004796571947800191,0.002941736318212147,0.004427602089575579,0.004953917476663294,0.006337149312509664,0.003937067006030984,0.011398428463934265,0.004063938789588323,0.005184697742089426,0.006983718211717025,0.004737423857736683,0.0
V1_46,0.000267067857425125,0.000267067857425125,0.00021620281305009527,0.0003401151823597945,0.0003401151823597945,0.0005312796252317075,0.0005312796252317075,0.0005442996873057155,0.000570443425268014,0.00028482390103955977,0.0005481511406338356,0.0007538544316931982,0.00037816565146550645,0.0006518906826277446,0.0027059735608826246,0.0006283587262861757,0.0004516346465185515,0.00036679443205324424,0.00036679443205324424,0.0006554823804664941,0.0006554211173439764,0.00074598966206171,0.0007546969771166224,0.0008131565999085121,0.0010203584426856803,0.0010203584426856803,0.0009494002089147445,0.0008747758930986485,0.0012607741640033388,0.000523708978125315,0.0019737532768168762,0.0014685879261236425,0.0007993432789970626,0.0036886863732494926,0.0021876383019642904,0.0014008182115084397,0.0008179785252200305,0.0017305616326325484,0.0025223255646311745,0.0033566732134110134,0.002301086462304267,0.00066931599321847,0.003624396754272908,0.002667627843793524,0.00530234204716973,0.015883677202649257,0.002074875527848619,0.003959177773120696,0.004353311610237336,0.0
V1_47,0.0005178052015921826,0.0005178052015921826,0.0003581391400040643,0.0003380599014458413,0.0003380599014458413,0.0004287106181685721,0.0004287106181685721,0.0004218558105228589,0.0004923900690224988,0.00029232434306825333,0.00046709785996261526,0.0005502185128678662,0.00048511907575731806,0.00048753233363534217,0.0013146215776957348,0.0004782742825469133,0.0003615025088513232,0.0003423137258681936,0.0003423137258681936,0.0005091454196252748,0.00041496663380318237,0.0005080293175646151,0.00046999590735646797,0.00036272006392459795,0.0005055136380677314,0.0005055136380677314,0.0006257142701654871,0.00043474720325727237,0.0010600298302703786,0.0004911901461808199,0.000737458351951973,0.0006891761528978851,0.0006857791410254243,0.0008457001995968511,0.0010334742166428147,0.0005551811615992635,0.0008462210659782426,0.0007878001985909148,0.001120864503877049,0.0009332558538795245,0.0009895204681831151,0.00025043494315632914,0.0013380770420540742,0.0013358543596725266,0.00616250896084122,0.0010765292508455899,0.027081875554056497,0.002165585661523007,0.001861200278630978,0.0
V1_48,0.0001625077400212265,0.0001625077400212265,0.00022885559854153258,0.0003161114319864347,0.0003161114319864347,0.0005684511152170846,0.0005684511152170846,0.00026061938777062645,0.0006721374913747777,0.00046222351066590013,0.0004283735505514474,0.0008690792901961744,0.0004656954628255407,0.0003577331676346142,0.0009821595890504692,0.0005272141135295726,0.00036389778607926094,0.0003045960601593857,0.0003045960601593857,0.0004261905534196353,0.0002722932309400413,0.00040091214272853587,0.0004281171064815912,0.00046109633783956983,0.00045830181934682356,0.00045830181934682356,0.0006781442585321873,0.0005309177346614921,0.0008643197717437165,0.0003868011233952545,0.0012373740861586404,0.0005673842572274576,0.0008410036533579252,0.0015037838007008384,0.0011808813800102335,0.0007525713515357598,0.0024312120138614535,0.022145885098477393,0.0029792211640343514,0.0013935937502638279,0.001493686828993839,0.0007914688434694017,0.0025603811671699307,0.002394024952407974,0.0022845416344180513,0.0017171860593020623,0.0010415798371752709,0.06131152181755299,0.005016180512790231,0.0
V1_49,0.0010146048760557563,0.0010146048760557563,0.001985052852483523,0.0007382457470970309,0.0007382457470970309,0.0014533449993203655,0.0014533449993203655,0.001135240188056594,0.001017976566822455,0.0007473298970753982,0.0010241119371679807,0.0013985634120847548,0.0007679442249645342,0.0010101424827534278,0.0011603600399802106,0.0011019400662273917,0.0010637022915258659,0.000681455247834255,0.000681455247834255,0.0010912032576817297,0.0011326562511215581,0.0011520992304189042,0.0010622111314517136,0.0009388191067912322,0.0008936086663517829,0.0008936086663517829,0.0015293936513207014,0.0012413202072641876,0.0037534666713829865,0.0013738914285258295,0.0032900638483677356,0.0029511620137399755,0.0016292168293236841,0.001701120876302021,0.003735659103542603,0.0031230965325626157,0.0034094900251495698,0.003330874735811225,0.0036152742904322663,0.0027577416940945537,0.00228839595060836,0.0008281230740873493,0.0037558364587411395,0.00395715170101271,0.003150887947501886,0.0033162070279553766,0.004932308429444164,0.006822876630783937,0.022919483195004246,0.0
