language,source,target,p_lag,dmax,lead_days,ty_pvalue,pearson_r,abs_r
Arabic,21,41,3,0,2,0.018884793355788704,-0.1574665931044023,0.1574665931044023
Arabic,28,48,4,1,3,0.019104325111008513,0.4891252181702111,0.4891252181702111
Arabic,31,48,7,1,1,0.019785944925595253,0.4975414569190469,0.4975414569190469
Arabic,46,42,1,0,1,0.02000425729450906,0.24638498586235344,0.24638498586235344
Arabic,47,36,1,0,1,0.0201554695408563,0.25076280521967004,0.25076280521967004
Arabic,48,49,2,1,1,0.020256095807209985,0.35816639340732687,0.35816639340732687
Arabic,37,5,5,1,3,0.020670186931609213,0.41381520820880385,0.41381520820880385
Arabic,5,14,2,1,1,0.021104001273679486,0.48325351399035177,0.48325351399035177
Arabic,32,43,7,1,3,0.02112125108478075,0.2876995965881431,0.2876995965881431
Arabic,21,18,4,1,3,0.021267817520196932,0.2510105723855764,0.2510105723855764
Arabic,27,28,4,1,4,0.021527654835004004,0.44796300501795483,0.44796300501795483
Arabic,46,1,2,0,1,0.02157353299343375,0.24125293727557495,0.24125293727557495
Arabic,50,38,1,1,1,0.0216270914862254,0.47667400530858356,0.47667400530858356
Arabic,46,40,3,1,3,0.02165398183562138,0.3439799429458557,0.3439799429458557
Arabic,5,18,1,1,1,0.02171330238609979,0.4231372862879915,0.4231372862879915
Arabic,50,6,3,0,3,0.021719572925605193,0.31074930194388833,0.31074930194388833
Arabic,44,38,3,1,1,0.02178227659209993,0.5123443499833973,0.5123443499833973
Arabic,32,48,7,1,3,0.02198245273516529,0.505150248906705,0.505150248906705
Arabic,15,16,1,0,3,0.022003528160915872,0.3185272632617252,0.3185272632617252
Arabic,32,42,7,1,3,0.02216611273909758,0.39707062405051174,0.39707062405051174
Arabic,27,14,4,0,4,0.022369117014193373,0.3501527956024142,0.3501527956024142
Arabic,27,22,2,1,2,0.02244131789277204,0.2967519444684429,0.2967519444684429
Arabic,45,41,2,0,1,0.02255792449431021,0.3952502019957817,0.3952502019957817
Arabic,12,21,1,0,1,0.02272924499522421,0.27924404512721074,0.27924404512721074
Arabic,29,24,3,1,2,0.02278488354933669,0.29800302291006625,0.29800302291006625
Arabic,26,32,7,1,1,0.022990466573016014,0.4036874748010321,0.4036874748010321
Arabic,20,2,2,1,2,0.023001423046850378,-0.2114650590124791,0.2114650590124791
Arabic,39,7,1,0,1,0.023158904124020177,0.2272534161318421,0.2272534161318421
Arabic,43,29,2,1,4,0.023202256737995787,0.2299353741818313,0.2299353741818313
Arabic,8,23,2,1,5,0.02322588649143603,0.3790478049408989,0.3790478049408989
Arabic,22,26,2,1,4,0.02339573352167838,0.4136580666292061,0.4136580666292061
Arabic,11,30,3,1,3,0.023443792620439375,0.274057917512512,0.274057917512512
