date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
2026-01-01,0.008954272787464019,0.0,0.005547309992233767,0.005589648592174493,0.044259072538037306,0.0,0.0,0.021191664770331672,0.05320331012551538,0.046079325535488956,0.004197978594122831,0.03647311614893764,0.0,0.0029389935958854096,0.003475785195133901,0.016286932777198296,0.006907241990329862,0.0038492057946111122,0.013681299780846182,0.0009570089986601876,0.0011434605983991553,0.0,0.003279581795408586,0.023285835167399835,0.0030276861957612396,0.03685956094839662,0.0037222665947888272,0.020902006170737196,0.01144426598397803,0.02851279576008209,0.0006601605990757753,0.04957161693059975,0.0388612893455942,0.019243643773058903,0.0356037937501547,0.003137174195607957,0.013355657581302081,0.03678330954850337,0.0,0.014920931779110698,0.020031562371955816,0.028387681160257253,0.053986843524418425,0.05834261371832035,0.09451668906767664,0.000929667998698465,0.05782461391904555,0.04231019994076573,0.007692178189230952,0.018070746174700957
2026-01-02,0.007203454000000001,0.009502153,0.005887167,0.0,0.021368069800000004,0.0,0.0,0.0290019206,0.05450946079999999,0.0102748072,0.0022529458,0.056554621799999996,0.0032308488,0.0016421924,0.010127389,0.0131106778,0.0121645376,0.0178970294,0.0173660214,0.0035261726,0.0187689898,0.0041311018,0.0026777498,0.0113588984,0.034875812,0.026071494399999996,0.0056297376,0.0075297988,0.024073356,0.0117387478,0.0,0.021560226599999996,0.006892056,0.0,0.0356891836,0.0,0.0034379254,0.0435574112,0.0,0.017453282,0.049410205400000004,0.0021153526000000002,0.0338732908,0.1164380214,0.0864672942,0.0,0.0780386688,0.0692621736,0.0006794088,0.012650344199999998
2026-01-03,0.020985152039614267,0.0,0.019731234542226594,0.0029210824939144113,0.02399737307500547,0.0046868685319023575,0.0,0.022895957660633418,0.06359429403417856,0.09709976938104214,0.0,0.007334794151385846,0.002783370827534644,0.01002305393745197,0.008347579982609208,0.0,0.014855116010718507,0.011136115185133093,0.008391928524183481,0.010895851435633644,0.015250216843228715,0.004772821448389955,0.0030615195769551676,0.032555694098842305,0.031857340350297206,0.03281179784830875,0.014964007677158317,0.01788395787940842,0.00852925227389739,0.02264261745282788,0.005240050197416562,0.012893958931470918,0.0070925985268904205,0.02737703452629784,0.031283637434825755,0.017654450379886562,0.002464914369864762,0.04725747990154692,0.0,0.021980697662540214,0.03940597866790421,0.02926630139736187,0.026342962445118828,0.049304911563948096,0.05925311029322268,0.030472994936514595,0.04534911365552268,0.00842958894077169,0.002115971870591725,0.02280547703582192
2026-01-04,0.008230189508180394,0.0,0.01484275048056451,0.0,0.005709921460629306,0.0,0.0,0.037567858030454704,0.038698708761610384,0.0666666902113821,0.0,0.059292084605223366,0.0,0.02362732608603545,0.0,0.004004877071217133,0.025101134134097005,0.0,0.0054138880461395665,0.0,0.0,0.0,0.0,0.0,0.0,0.0415453175407096,0.008540512434858287,0.020341015112028772,0.026855344133241296,0.03538570339737283,0.0,0.0,0.0,0.006549463655341725,0.04521184680721373,0.010788372677664207,0.001359119023727259,0.07418709435405507,0.0,0.01605683169948447,0.02146522242855355,0.01811158413750654,0.05802353655706169,0.06466195289528684,0.11998141603903346,0.02437015876859992,0.05726214094767701,0.013133352920422756,0.011231925360374671,0.03578266071425236
2026-01-05,0.006899181455799851,0.0,0.0027624818186840878,0.012757108911410384,0.00211618000038476,0.002165467091302812,0.0,0.029537524732643188,0.0533576309187923,0.09785411529051893,0.001017447454730445,0.05610847401020154,0.009882117092705839,0.0006816718183057586,0.0023067869095103246,0.008472441092449535,0.004725526728131914,0.0025546161822826573,0.008523030001549642,0.0012642463638662265,0.0,0.009386529819888462,0.002392146545889481,0.0041519098189367115,0.0,0.01944847509444518,0.001758966000319812,0.023863831640702514,0.03234942364224535,0.002210225454947314,0.010574986911013634,0.006284974364779086,0.007470571819540104,0.010773588001958835,0.031831462551242085,0.0012503767275000683,0.008794234365235316,0.046487990553906906,0.0,0.017740418185043714,0.03422386418804071,0.012018663638548848,0.058132846374205974,0.08232021056042187,0.09982524510905914,0.0,0.042942781825989595,0.029232453096224083,0.044231344189860244,0.05731643164678481
2026-01-06,0.030314382558139532,0.0,0.0,0.0,0.02138827069767442,0.0,0.0,0.0073471974418604655,0.03108813627906977,0.06895445348837209,0.027690697906976744,0.027826202558139532,0.0,0.03584702744186047,0.009638669534883721,0.006493710465116279,0.02653147627906977,0.006892947906976744,0.030361620697674417,0.04600813418604652,0.0072625588372093024,0.0014848927906976747,0.0012564144186046511,0.004668886744186047,0.025254303023255813,0.07056900093023256,0.00827806906976744,0.011235183255813953,0.028945333720930232,0.0024003027906976744,0.00927025465116279,0.015476493255813954,0.012679317906976744,0.0,0.005700049534883721,0.0,0.002194849534883721,0.059012822790697674,0.0,0.021938457441860466,0.009538762093023257,0.0,0.020112730465116278,0.06137609372093023,0.0844531034883721,0.0,0.08594363837209303,0.03948937790697674,0.011378527209302327,0.023697648604651164
2026-01-07,0.018930173722393497,0.007792331655302851,0.0014024695812880651,0.0,0.014947978728200865,0.003761035411181823,0.0,0.016834459975449745,0.033030023076831214,0.01924611018026609,0.010334916234928248,0.09706965944177343,0.007262208947742612,0.007301015406019352,0.009679391027550888,0.018574401431245665,0.013786549354894614,0.008070437279897279,0.013171261022458578,0.007402494989204695,0.00725015582276019,0.0026641158294481646,0.01352303852194557,0.0,0.029935627248010542,0.041132711815014794,0.010258562901706264,0.027361970168430463,0.013302111230601089,0.006082646241129474,0.009824534152339222,0.023090445174659767,0.007472912489102003,0.011417356650016357,0.016073478934892846,0.0012961066647765112,0.006200347282624494,0.02722359308529893,0.0,0.011045656650558419,0.03400976328373576,0.009474562694516263,0.028027006209127285,0.07587773238934498,0.13084802522584663,0.0,0.11291414816866688,0.004960432909432703,0.009827459152334956,0.02030858163704999
2026-01-08,0.010301994032966381,0.013452561643048198,0.002510258808032828,0.0,0.005824686418638997,0.0,0.0,0.03493084531177871,0.03929204852573456,0.0032220260103104836,0.008339178826685374,0.07241794103173742,0.026576106085043544,0.0022291492071332777,0.0054200032173440105,0.002284718407311099,0.011045695635346228,0.004905407215697303,0.008210551226273765,0.0016207836051865079,0.001590812805090601,0.0,0.0,0.0,0.01097079643510655,0.017213000455081603,0.0,0.04047577692952249,0.039599275326717684,0.021232804867944977,0.01945308726224988,0.0,0.005857262818743242,0.019938832063804264,0.02404392087694055,0.0,0.0181613424581163,0.06850748941922398,0.0,0.010702423234247756,0.032532740904104775,0.0,0.09330082109856264,0.08568719387419903,0.10272575392872242,0.0,0.05378892337212456,0.03128133410010027,0.018697094859830708,0.03165535770129715
2026-01-09,0.018774302422284162,0.0,0.0,0.0,0.02102440701566248,0.0,0.0058734448616900295,0.027446395390569516,0.06397529293839173,0.025604813769943346,0.00866881431963848,0.06609599239670487,0.05750760132026616,0.01663668242343963,0.006571561888339695,0.005137067835061044,0.008748888643919518,0.00501883188917901,0.01753732323376361,0.00583141918603707,0.0,0.007738819995816854,0.0,0.0,0.006710278374751201,0.00604112188862642,0.011985160534062074,0.05025060267554021,0.022985041068656734,0.020222483232312172,0.0016026075667012931,0.005340795943059029,0.01885513323305128,0.008264178373911255,0.024751661608242343,0.0019625397286688975,0.0009737848643384947,0.05991026077842687,0.0,0.015873234856284738,0.03680140970983707,0.005215604321505079,0.04735121267710745,0.052347800241974156,0.1283362069576561,0.017632683774252603,0.05667588294233736,0.002099001350216756,0.009930271886524176,0.019689381881248982
2026-01-10,0.0362573384522417,0.0,0.008523577433711902,0.0,0.0,0.0,0.0,0.015316695380688024,0.08717910049046688,0.03504372845255288,0.03334495281196283,0.07260898331471563,0.003248776665833646,0.03910040588741014,0.006747069998269981,0.0,0.005321815639661072,0.0,0.0,0.010326222561454813,0.005762972819035134,0.013751780509294412,0.01163581333034979,0.0,0.013633018970863324,0.03516662255508547,0.014927112560275096,0.03411915050407201,0.0029986641017952136,0.014818410765431174,0.0328525979402942,0.0,0.0031068925633059245,0.05797341562616065,0.018848419482346557,0.0,0.0,0.0652160648550728,0.0,0.017236458457118856,0.026884779993106463,0.0324312222993766,0.022195019481488453,0.055579064601133564,0.10528751715249036,0.0,0.03785705588772895,0.0022779458968518085,0.0,0.0224213325583535
