language,source,target,p_lag,dmax,lead_days,ty_pvalue,pearson_r,abs_r,fdr_significant
persian,1,2,7,1,4,0.03739034817984145,-0.22850910507141645,0.22850910507141645,False
persian,1,3,4,1,2,0.5495689582806818,-0.1986900014892162,0.1986900014892162,False
persian,1,4,1,0,7,0.8233985714416826,-0.19935817900381095,0.19935817900381095,False
persian,1,5,1,0,7,0.5775880860843567,-0.24955873417615484,0.24955873417615484,False
persian,1,6,1,0,1,0.05488672625676138,-0.18773815165683466,0.18773815165683466,False
persian,1,7,1,0,7,0.6299831510931384,0.2081346149848834,0.2081346149848834,False
persian,1,8,1,0,7,0.8502552011772423,0.22059701939756543,0.22059701939756543,False
persian,1,9,1,0,4,0.7756333312387484,-0.20509796138273662,0.20509796138273662,False
persian,1,10,1,0,6,0.44336938789964775,-0.17462228439508115,0.17462228439508115,False
persian,1,11,1,0,5,0.6877105805948514,-0.14546452653871556,0.14546452653871556,False
persian,1,12,1,0,3,0.1612382691545359,0.2795284732311825,0.2795284732311825,False
persian,1,13,1,0,7,0.6928296525344465,0.0637970206782257,0.0637970206782257,False
persian,1,14,1,0,5,0.13929057596719138,0.1507900445505238,0.1507900445505238,False
persian,1,15,1,0,7,0.39240079539022477,0.07958068103448868,0.07958068103448868,False
persian,1,16,1,0,3,0.34828129149773823,-0.16335673349611915,0.16335673349611915,False
persian,1,17,1,0,3,0.13841588233821692,0.17188374056896982,0.17188374056896982,False
persian,1,18,1,0,6,0.17080762980272138,0.14577123414031465,0.14577123414031465,False
persian,1,19,1,0,3,0.5571932261538985,0.1366422126629775,0.1366422126629775,False
persian,1,20,1,0,3,0.46501660011488843,0.10528942799338019,0.10528942799338019,False
persian,1,21,1,0,6,0.25256282436405,0.18973567989509327,0.18973567989509327,False
persian,1,22,1,0,7,0.3614866776798724,0.20049175755374624,0.20049175755374624,False
persian,1,23,1,0,7,0.4207705352928345,-0.10705356917353857,0.10705356917353857,False
persian,1,24,4,0,1,0.3151008946887684,-0.13775891021581319,0.13775891021581319,False
persian,1,25,1,0,5,0.22300485882800397,-0.1551761974274099,0.1551761974274099,False
persian,1,26,1,1,5,0.3924926890651751,-0.1799307897918307,0.1799307897918307,False
persian,1,27,3,0,2,0.0020824762827276466,-0.30466096789166225,0.30466096789166225,False
persian,1,28,1,0,7,0.9138713681176158,-0.16410359166692834,0.16410359166692834,False
persian,1,29,2,0,2,0.011159846552438403,0.2819268049821469,0.2819268049821469,False
persian,1,30,1,0,3,0.3295175394198959,-0.18148365152236623,0.18148365152236623,False
persian,1,31,1,0,7,0.8559481135548409,-0.10026653558928415,0.10026653558928415,False
persian,1,32,1,0,4,0.35024028608704494,-0.1743949056343118,0.1743949056343118,False
persian,1,33,4,1,4,0.7510362639215065,-0.16797603413932405,0.16797603413932405,False
persian,1,34,1,0,5,0.621858003899079,-0.1993843847146822,0.1993843847146822,False
persian,1,35,1,0,7,0.11477348016897328,0.16669117382008505,0.16669117382008505,False
persian,1,36,1,0,5,0.45824068270830365,-0.14492623279562586,0.14492623279562586,False
persian,1,37,1,0,1,0.12825916701868206,0.1435652020963954,0.1435652020963954,False
persian,1,38,1,0,4,0.46402674678633116,-0.15138784521125384,0.15138784521125384,False
persian,1,39,1,0,2,0.44794747770787413,0.09463352926324273,0.09463352926324273,False
persian,1,40,1,0,1,0.0778569870291575,0.16419790307010976,0.16419790307010976,False
persian,1,41,1,0,5,0.3889888552917615,-0.2119284652874103,0.2119284652874103,False
persian,1,42,1,0,3,0.6696744036256301,0.11861855523879081,0.11861855523879081,False
persian,1,43,1,0,1,0.01603646443883758,-0.22953093751637443,0.22953093751637443,False
persian,1,44,1,0,7,0.6027481449481282,-0.10564249254977047,0.10564249254977047,False
persian,1,45,1,0,5,0.13712841430109,-0.21438997638886395,0.21438997638886395,False
persian,1,46,1,0,7,0.6556424279511914,-0.20369396654896751,0.20369396654896751,False
persian,1,47,1,0,4,0.3165666642016025,0.1982147196066369,0.1982147196066369,False
persian,1,48,1,0,4,0.8952321286447189,-0.13396652916264473,0.13396652916264473,False
persian,1,49,1,0,2,0.5743573029056082,0.2412025322263757,0.2412025322263757,False
persian,1,50,7,0,4,0.005239248158098658,0.29468814534556576,0.29468814534556576,False
persian,2,1,7,1,4,0.712246942745336,-0.2191616497540223,0.2191616497540223,False
persian,2,3,6,1,5,0.24401983079323106,0.08873359029145743,0.08873359029145743,False
persian,2,4,5,1,3,9.554288932047866e-05,0.4415984660370424,0.4415984660370424,True
persian,2,5,7,1,7,0.02275399407785,-0.24487840088560617,0.24487840088560617,False
persian,2,6,7,1,5,6.013932715304333e-06,0.41323489851990297,0.41323489851990297,True
persian,2,7,6,1,6,0.16116259237687663,0.17525799416663984,0.17525799416663984,False
persian,2,8,3,1,3,0.4416028982677802,-0.1262813427332211,0.1262813427332211,False
persian,2,9,6,1,5,0.3022903733921256,0.16262127839841653,0.16262127839841653,False
persian,2,10,6,1,7,0.8673459523735292,-0.13404162886016524,0.13404162886016524,False
persian,2,11,3,1,1,0.6393223489800202,-0.14168330998751344,0.14168330998751344,False
persian,2,12,6,1,3,0.5245441785293545,-0.130493899975767,0.130493899975767,False
persian,2,13,3,1,4,0.8172446548677733,-0.12015994504892073,0.12015994504892073,False
persian,2,14,6,1,6,0.1345598113899822,-0.15458671223912357,0.15458671223912357,False
persian,2,15,5,1,3,0.8376220947804083,0.12104194600454436,0.12104194600454436,False
persian,2,16,5,1,2,0.3248487475416029,0.11923229634062874,0.11923229634062874,False
persian,2,17,5,1,7,0.9199833497148535,-0.1119005299924911,0.1119005299924911,False
persian,2,18,3,1,4,0.7746511394107048,-0.14159158495173454,0.14159158495173454,False
persian,2,19,6,1,2,0.1919010012766655,0.19107643354873302,0.19107643354873302,False
persian,2,20,6,1,7,0.9927314581542152,-0.11996991707542368,0.11996991707542368,False
persian,2,21,7,1,3,0.4123317308688583,-0.18084496531560149,0.18084496531560149,False
persian,2,22,6,1,4,0.9037707627049406,-0.14642370047263487,0.14642370047263487,False
persian,2,23,5,1,2,0.7643574064236628,-0.11061614246816384,0.11061614246816384,False
persian,2,24,5,1,5,0.0032270985222172554,0.46073627937285105,0.46073627937285105,False
persian,2,25,3,1,3,0.4409760710678714,-0.15548742927250103,0.15548742927250103,False
persian,2,26,6,1,2,0.8810694155513532,-0.09898666643291629,0.09898666643291629,False
persian,2,27,7,1,6,0.24444171389695155,0.2219432769484116,0.2219432769484116,False
persian,2,28,5,1,1,0.34167523094351815,-0.25327711856614077,0.25327711856614077,False
persian,2,29,6,1,6,0.6483053507038623,-0.17592463245709347,0.17592463245709347,False
persian,2,30,3,1,5,0.9716704778870039,0.11283219655653728,0.11283219655653728,False
persian,2,31,5,1,1,0.20150142713307762,-0.18649606361588278,0.18649606361588278,False
persian,2,32,6,1,1,0.3958984651148797,-0.1759692301809823,0.1759692301809823,False
persian,2,33,5,1,1,0.8192399227377174,-0.16615676065058035,0.16615676065058035,False
persian,2,34,3,1,1,0.22203090726280902,-0.24009237039062403,0.24009237039062403,False
persian,2,35,5,1,5,0.26097776862501676,-0.16345725937168015,0.16345725937168015,False
persian,2,36,3,1,1,0.010140270989647884,0.18130382322208444,0.18130382322208444,False
persian,2,37,6,1,7,0.8724592421701463,-0.13990082932065864,0.13990082932065864,False
persian,2,38,6,1,7,0.93081945236864,0.10882860753635655,0.10882860753635655,False
persian,2,39,5,1,2,0.12904852187803656,0.22907192881753932,0.22907192881753932,False
persian,2,40,3,1,2,0.22990317208629532,-0.12620764040831434,0.12620764040831434,False
persian,2,41,6,1,6,0.31238587075505614,0.15511866024977744,0.15511866024977744,False
persian,2,42,5,1,7,0.44665743684561876,-0.1678360906711533,0.1678360906711533,False
persian,2,43,5,1,1,0.04405793399595235,0.19745660730481154,0.19745660730481154,False
persian,2,44,6,1,2,0.8699848431712036,0.09743583335335233,0.09743583335335233,False
persian,2,45,6,1,2,0.8080152359973498,0.11519595648166325,0.11519595648166325,False
persian,2,46,6,1,5,0.7842436920590522,0.18933184023030367,0.18933184023030367,False
