language,source,target,p_lag,dmax,lead_days,ty_pvalue,pearson_r,abs_r,fdr_significant
arabic,1,2,3,0,3,0.12308706848590766,0.32216732658583025,0.32216732658583025,False
arabic,1,3,2,0,1,0.8315259167184312,0.3072817724449261,0.3072817724449261,False
arabic,1,4,3,0,1,0.7550824340080704,0.3430302721670677,0.3430302721670677,False
arabic,1,5,4,1,4,0.12660212607366778,-0.2347787869630748,0.2347787869630748,False
arabic,1,6,3,1,5,0.14577879593631488,0.3137141235835802,0.3137141235835802,False
arabic,1,7,2,0,1,0.6219500472425347,0.3468393377733199,0.3468393377733199,False
arabic,1,8,3,0,1,0.8498649593844931,0.3337610654293076,0.3337610654293076,False
arabic,1,9,3,0,2,0.40654705067963015,0.2712807987860939,0.2712807987860939,False
arabic,1,10,3,0,1,0.7742589000364037,0.33214271464982653,0.33214271464982653,False
arabic,1,11,3,0,1,0.8230951329580336,0.317307535401431,0.317307535401431,False
arabic,1,12,3,0,1,0.9163523326411233,0.3284506678429391,0.3284506678429391,False
arabic,1,13,5,1,7,0.038638353885673604,-0.26073227954789613,0.26073227954789613,False
arabic,1,14,2,1,1,0.8855679293976658,0.11364862398913916,0.11364862398913916,False
arabic,1,15,3,0,1,0.8114553165938886,0.27851006359946473,0.27851006359946473,False
arabic,1,16,3,0,1,0.7046340418210055,0.3368734891017031,0.3368734891017031,False
arabic,1,17,3,0,1,0.030890547293678978,0.4415364586403554,0.4415364586403554,False
arabic,1,18,2,0,1,0.7920204104121523,0.21573857437721822,0.21573857437721822,False
arabic,1,19,3,0,7,0.45212628855530856,0.2081306035914651,0.2081306035914651,False
arabic,1,20,3,0,1,0.8356701395020826,0.3245445103528348,0.3245445103528348,False
arabic,1,21,2,0,1,0.044176337104320396,0.26261017402786246,0.26261017402786246,False
arabic,1,22,3,0,1,0.9715989101417721,0.28711415183963485,0.28711415183963485,False
arabic,1,23,3,0,1,0.8924699417129369,0.3089052655084688,0.3089052655084688,False
arabic,1,24,3,1,4,0.6653597337592987,0.2643504309223412,0.2643504309223412,False
arabic,1,25,2,0,1,0.1137917257217247,-0.20896285577082854,0.20896285577082854,False
arabic,1,26,2,0,1,0.7514118849791002,-0.2815598757952853,0.2815598757952853,False
arabic,1,27,3,0,2,0.5581918476683612,0.34409906967513787,0.34409906967513787,False
arabic,1,28,2,1,5,0.7124679785489263,-0.23140470563475432,0.23140470563475432,False
arabic,1,29,3,0,1,0.9247494514988273,0.29480147552461927,0.29480147552461927,False
arabic,1,30,2,0,3,0.5660669321807441,0.13494225627422746,0.13494225627422746,False
arabic,1,31,4,0,6,0.7724453957138719,0.17635904637968872,0.17635904637968872,False
arabic,1,32,3,0,1,0.1589557882105543,0.16066899489768616,0.16066899489768616,False
arabic,1,33,2,1,7,0.7989010563476262,-0.23548249692715367,0.23548249692715367,False
arabic,1,34,3,0,5,0.35431143490317024,0.28805033972718685,0.28805033972718685,False
arabic,1,35,2,1,2,0.5668599551220759,-0.2484183114247904,0.2484183114247904,False
arabic,1,36,3,0,1,0.756659447213375,0.33892611695015185,0.33892611695015185,False
arabic,1,37,3,0,2,0.6608011695533428,0.20621280602996545,0.20621280602996545,False
arabic,1,38,3,1,2,0.7906478969856963,0.374740310085313,0.374740310085313,False
arabic,1,39,3,0,6,0.23008672469205854,0.38218760031139537,0.38218760031139537,False
arabic,1,40,2,0,1,0.022908676401263175,0.31921282521569827,0.31921282521569827,False
arabic,1,41,3,0,7,0.5674262964942094,0.3378428436386196,0.3378428436386196,False
arabic,1,42,4,0,1,0.28103792184354065,0.29642331531010935,0.29642331531010935,False
arabic,1,43,3,1,4,0.7711431641092487,0.18394782970160814,0.18394782970160814,False
arabic,1,44,3,0,1,0.7805958781957394,0.3160793415463695,0.3160793415463695,False
arabic,1,45,3,1,7,0.5751179091450267,0.12601575382060962,0.12601575382060962,False
arabic,1,46,4,1,1,0.66729126226061,0.2413709970148359,0.2413709970148359,False
arabic,1,47,2,0,4,0.13620760202297733,0.24950315945604443,0.24950315945604443,False
arabic,1,48,3,0,3,5.285619457007272e-07,0.5679642740608896,0.5679642740608896,True
arabic,1,49,3,0,1,0.8156054556926317,0.3373213882632159,0.3373213882632159,False
arabic,1,50,3,0,1,0.7676721180882402,0.31024874755157517,0.31024874755157517,False
arabic,2,1,3,0,3,1.7551266552101272e-06,0.5170773620976836,0.5170773620976836,True
arabic,2,3,4,0,1,0.17576987095236934,0.47278866175993484,0.47278866175993484,False
arabic,2,4,1,0,1,0.9638642349261997,0.4912093349410949,0.4912093349410949,False
arabic,2,5,5,1,5,0.05515040164313612,-0.22854701295778343,0.22854701295778343,False
arabic,2,6,2,1,7,0.26559499272522785,0.3281489580811604,0.3281489580811604,False
arabic,2,7,1,0,1,0.7620365893260386,0.49148945854122944,0.49148945854122944,False
arabic,2,8,1,0,1,0.80214277780758,0.4880024760252245,0.4880024760252245,False
arabic,2,9,5,0,1,0.0036791130820876335,0.49410801490905176,0.49410801490905176,False
arabic,2,10,1,0,1,0.7618704592321515,0.4739281508695277,0.4739281508695277,False
arabic,2,11,1,0,1,0.5243548799695721,0.46644020704533196,0.46644020704533196,False
arabic,2,12,7,0,1,0.5790027525404353,0.47036658909549967,0.47036658909549967,False
arabic,2,13,5,1,5,9.800929690974261e-06,-0.22631089329810755,0.22631089329810755,True
arabic,2,14,1,1,4,0.6076649623804333,0.16078488310647007,0.16078488310647007,False
arabic,2,15,1,0,4,0.5127563099439376,0.40143642901352955,0.40143642901352955,False
arabic,2,16,1,0,1,0.9169790675876103,0.47804484833455774,0.47804484833455774,False
arabic,2,17,3,0,4,0.7317252174651019,0.4742402009449829,0.4742402009449829,False
arabic,2,18,4,0,4,0.41129955497323756,0.30536157890022064,0.30536157890022064,False
arabic,2,19,1,0,5,0.32557268802560846,0.3183769331415523,0.3183769331415523,False
arabic,2,20,1,0,1,0.9407319011448403,0.4769285092461176,0.4769285092461176,False
arabic,2,21,3,0,1,4.825744383175959e-05,0.39570583629886485,0.39570583629886485,True
arabic,2,22,1,0,1,0.23521531142021176,0.46107543370167686,0.46107543370167686,False
arabic,2,23,2,0,1,0.21478929915477418,0.4807448891375592,0.4807448891375592,False
arabic,2,24,1,1,3,0.13914606186499912,0.4084496179575265,0.4084496179575265,False
arabic,2,25,2,0,2,0.01748547868125443,-0.3243173132175611,0.3243173132175611,False
arabic,2,26,1,0,2,0.07661556832745137,-0.47556408574332804,0.47556408574332804,False
arabic,2,27,7,0,3,0.16861304016315629,0.47033422540235403,0.47033422540235403,False
arabic,2,28,1,1,5,0.34100134518423775,-0.23971311716991794,0.23971311716991794,False
arabic,2,29,1,0,1,0.3629886093175705,0.45826313182970396,0.45826313182970396,False
arabic,2,30,1,0,6,0.7685929959171016,-0.09691136979604814,0.09691136979604814,False
arabic,2,31,4,0,4,0.8043796869109744,0.2939947921631484,0.2939947921631484,False
arabic,2,32,1,0,4,0.06018473532708975,0.23729012476097538,0.23729012476097538,False
arabic,2,33,5,1,2,0.45397165784154503,-0.21568755520192648,0.21568755520192648,False
arabic,2,34,1,0,1,0.12765225023276305,-0.24066724145006374,0.24066724145006374,False
arabic,2,35,4,1,2,0.6274438321635541,-0.21973936377199535,0.21973936377199535,False
arabic,2,36,1,0,1,0.9421684476475234,0.48766853506125846,0.48766853506125846,False
arabic,2,37,3,0,3,0.005397650014682249,0.41166547873286014,0.41166547873286014,False
arabic,2,38,4,1,2,0.363019629013722,0.3753657744618958,0.3753657744618958,False
arabic,2,39,3,0,6,0.25917021213858293,0.4630946037617929,0.4630946037617929,False
arabic,2,40,3,0,1,0.027000448374440416,0.3787029747449821,0.3787029747449821,False
arabic,2,41,3,0,2,0.003500550609398838,0.35534847434570416,0.35534847434570416,False
arabic,2,42,3,0,1,7.397352329619056e-05,0.6253560619873326,0.6253560619873326,True
arabic,2,43,1,1,1,0.06515039938328523,0.23012106911547778,0.23012106911547778,False
arabic,2,44,3,0,1,0.6123040376424775,0.500192871688858,0.500192871688858,False
arabic,2,45,4,1,6,0.25592104324413156,0.11209015934516024,0.11209015934516024,False
arabic,2,46,1,1,1,0.05867874695909564,0.32089128696018143,0.32089128696018143,False
arabic,2,47,1,0,1,0.000457054445669052,0.30369326301435795,0.30369326301435795,True
arabic,2,48,1,0,6,0.46272334499928247,0.3471724306063479,0.3471724306063479,False
arabic,2,49,1,0,4,0.8724320133345252,0.4731538991885179,0.4731538991885179,False
arabic,2,50,1,0,1,0.5519307109287306,0.4285693631739366,0.4285693631739366,False
arabic,3,1,2,0,1,0.009944273883648673,0.4456605310321195,0.4456605310321195,False
arabic,3,2,4,0,4,0.0009229134220216426,0.5499386996542334,0.5499386996542334,True
arabic,3,4,3,0,1,0.2373617735953499,0.5542664351460463,0.5542664351460463,False
arabic,3,5,5,1,5,0.028512002359334557,-0.23337948638458203,0.23337948638458203,False
arabic,3,6,2,1,2,0.039512825230089234,0.2957680135838026,0.2957680135838026,False
arabic,3,7,2,0,1,0.43473173618697347,0.5579902866812769,0.5579902866812769,False
arabic,3,8,3,0,1,0.4150590000372494,0.5718375402816748,0.5718375402816748,False
arabic,3,9,6,0,1,0.0010211217086286755,0.527687306033955,0.527687306033955,True
arabic,3,10,3,0,1,0.7345526532101812,0.5438367009590264,0.5438367009590264,False
arabic,3,11,4,0,1,0.22748272836777092,0.529371541489133,0.529371541489133,False
arabic,3,12,6,0,1,0.33138756255980145,0.5306094373066288,0.5306094373066288,False
arabic,3,13,2,1,5,0.08222852966107187,-0.2109621819155348,0.2109621819155348,False
arabic,3,14,2,1,4,0.33886676506123137,0.14187145808606236,0.14187145808606236,False
arabic,3,15,3,0,1,0.5394393287082375,0.4600667274592455,0.4600667274592455,False
arabic,3,16,3,0,1,0.46375552192148783,0.5431446461977891,0.5431446461977891,False
arabic,3,17,3,0,1,0.6458390068806874,0.5361212000181191,0.5361212000181191,False
arabic,3,18,2,0,1,0.058576598765566756,0.3502499663325619,0.3502499663325619,False
arabic,3,19,2,0,2,0.018453108380152485,0.38178508823206597,0.38178508823206597,False
arabic,3,20,3,0,1,0.5336051197163392,0.5376322034464487,0.5376322034464487,False
arabic,3,21,5,0,3,8.983292535445256e-06,0.41979892473375396,0.41979892473375396,True
arabic,3,22,2,0,1,0.3087905203679817,0.49449999119233173,0.49449999119233173,False
arabic,3,23,3,0,1,0.6891872704966353,0.5235927083306323,0.5235927083306323,False
arabic,3,24,2,1,2,0.07377942796027168,0.4121483153900413,0.4121483153900413,False
arabic,3,25,2,0,2,0.03793203628006848,-0.39701684841263485,0.39701684841263485,False
arabic,3,26,2,0,2,0.018687714665429095,-0.5272128288991935,0.5272128288991935,False
arabic,3,27,3,0,1,0.6266610177877201,0.49599621378636977,0.49599621378636977,False
arabic,3,28,2,1,5,0.3803817875219553,-0.2580491604471334,0.2580491604471334,False
arabic,3,29,5,0,1,0.781797468715715,0.5264141549012548,0.5264141549012548,False
arabic,3,30,2,0,4,0.8433025212697204,0.08192789160032435,0.08192789160032435,False
arabic,3,31,4,0,1,0.5606695465746445,0.35143911978179054,0.35143911978179054,False
arabic,3,32,2,0,1,0.14048185095538632,0.23835042005445595,0.23835042005445595,False
arabic,3,33,2,1,3,0.42958494735671304,-0.22933122100789718,0.22933122100789718,False
arabic,3,34,3,0,1,0.19950469002616814,-0.29501029411999996,0.29501029411999996,False
arabic,3,35,2,1,5,0.3693025723358285,-0.22577435121181375,0.22577435121181375,False
arabic,3,36,3,0,1,0.2315397440503889,0.5517315847988092,0.5517315847988092,False
arabic,3,37,2,0,2,0.014252782294637039,0.3527995419425657,0.3527995419425657,False
arabic,3,38,3,1,3,0.270129930603042,0.33577618326635944,0.33577618326635944,False
arabic,3,39,3,0,6,0.1539795084424206,0.512238848141007,0.512238848141007,False
arabic,3,40,4,0,1,0.024165525779857835,0.43165750662095387,0.43165750662095387,False
arabic,3,41,4,0,7,0.732178325919072,0.270105083868468,0.270105083868468,False
arabic,3,42,5,0,1,0.000533811456884939,0.5702111828189892,0.5702111828189892,True
arabic,3,43,7,1,5,0.35036850047927665,0.27429635877662195,0.27429635877662195,False
arabic,3,44,3,0,1,0.11814413501822135,0.5498234189218476,0.5498234189218476,False
arabic,3,45,3,1,6,0.09085714631095113,0.1392756541913138,0.1392756541913138,False
arabic,3,46,2,1,1,0.03334924918716764,0.37683607090566923,0.37683607090566923,False
arabic,3,47,2,0,1,0.04646071620574873,0.24103203566215922,0.24103203566215922,False
arabic,3,48,2,0,6,0.16493130341656662,0.36331082916848007,0.36331082916848007,False
arabic,3,49,3,0,1,0.06554125408967425,0.5315798746361058,0.5315798746361058,False
arabic,3,50,2,0,1,0.10791629071112517,0.4889442456327725,0.4889442456327725,False
arabic,4,1,3,0,1,0.02578932738035453,0.41028361638530764,0.41028361638530764,False
arabic,4,2,1,0,2,0.0052447010800163694,0.44967438426823897,0.44967438426823897,False
arabic,4,3,3,0,1,0.06472360391346016,0.5528196986556345,0.5528196986556345,False
arabic,4,5,5,1,5,0.052595823101954015,-0.20025836147741888,0.20025836147741888,False
arabic,4,6,2,1,5,0.1005312330111548,0.28040898256039876,0.28040898256039876,False
arabic,4,7,2,0,1,0.5448575370334114,0.5957451229034856,0.5957451229034856,False
arabic,4,8,1,0,1,0.341537124315041,0.5909761691761227,0.5909761691761227,False
arabic,4,9,4,0,1,0.0006670127028967087,0.5373718168262477,0.5373718168262477,True
arabic,4,10,5,0,1,0.48388196850849274,0.5761440462926289,0.5761440462926289,False
arabic,4,11,1,0,1,0.14597632123234022,0.5658653554221719,0.5658653554221719,False
arabic,4,12,7,0,1,0.20091506976119639,0.568608487121047,0.568608487121047,False
arabic,4,13,5,1,7,0.05053450621101238,-0.19926878931842842,0.19926878931842842,False
arabic,4,14,1,1,4,0.27688177931052593,0.1598234611231525,0.1598234611231525,False
arabic,4,15,3,0,1,0.5662556376815497,0.5085017499471237,0.5085017499471237,False
arabic,4,16,1,0,1,0.1615273681859266,0.5795882040666468,0.5795882040666468,False
arabic,4,17,3,0,1,0.08352121299713829,0.5748926658407486,0.5748926658407486,False
arabic,4,18,5,0,1,0.1997535813764851,0.389796848852454,0.389796848852454,False
arabic,4,19,4,0,2,0.10068668207340566,0.41024836352917954,0.41024836352917954,False
arabic,4,20,1,0,1,0.3745034362737708,0.5769359929562733,0.5769359929562733,False
arabic,4,21,3,0,3,2.6168968010544438e-05,0.4154811805969039,0.4154811805969039,True
arabic,4,22,1,0,1,0.037081088545887965,0.5328176406743375,0.5328176406743375,False
arabic,4,23,3,0,1,0.1170082926147273,0.5597108174813846,0.5597108174813846,False
arabic,4,24,1,1,4,0.041357299629008616,0.4495916587759744,0.4495916587759744,False
arabic,4,25,1,0,2,0.047412903762608885,-0.40195583061980816,0.40195583061980816,False
arabic,4,26,2,0,2,0.01219708601694314,-0.5473903995744555,0.5473903995744555,False
arabic,4,27,3,0,3,0.08945445208538123,0.5553467164707918,0.5553467164707918,False
arabic,4,28,1,1,5,0.2701109865064801,-0.24935343999884615,0.24935343999884615,False
arabic,4,29,5,0,1,0.9494617129295747,0.5402373718200739,0.5402373718200739,False
arabic,4,30,2,0,4,0.6663971108787805,0.08096408199529626,0.08096408199529626,False
arabic,4,31,4,0,3,0.26720462380103366,0.3651347663848163,0.3651347663848163,False
arabic,4,32,1,0,1,0.0033903834951064878,0.2881498392678978,0.2881498392678978,False
arabic,4,33,4,1,3,0.7078942437974729,-0.19537294166367283,0.19537294166367283,False
arabic,4,34,3,0,1,0.35678864761480056,-0.2763125768474168,0.2763125768474168,False
arabic,4,35,4,1,7,0.8439941225799821,-0.20106336266735908,0.20106336266735908,False
arabic,4,36,1,0,1,0.724651112734858,0.587343073244974,0.587343073244974,False
arabic,4,37,1,0,3,0.0009110074554446159,0.3953902230763458,0.3953902230763458,True
arabic,4,38,3,1,3,0.6776405992790335,0.2728118600807724,0.2728118600807724,False
arabic,4,39,3,0,6,0.1264960870060397,0.5726371884482623,0.5726371884482623,False
arabic,4,40,4,0,4,0.01665543559874494,0.4292694472515486,0.4292694472515486,False
